dep,date_de_passage,sursaut_cl_age_corona,nbre_pass_corona,nbre_pass_tot,nbre_hospit_corona,nbre_pass_corona_h,nbre_pass_corona_f,nbre_pass_tot_h,nbre_pass_tot_f,nbre_hospit_corona_h,nbre_hospit_corona_f,nbre_acte_corona,nbre_acte_tot,nbre_acte_corona_h,nbre_acte_corona_f
1,2020-08-02,3,0,128,0,,,,,,,,,,
1,2020-08-02,4,0,56,0,,,,,,,,,,
1,2020-08-02,5,0,34,0,,,,,,,,,,
1,2020-08-02,6,0,39,0,,,,,,,,,,
1,2020-08-03,0,1,327,0,1,0,175,152,0,0,,,,
1,2020-08-03,1,0,17,0,,,,,,,,,,
1,2020-08-03,2,0,22,0,,,,,,,,,,
1,2020-08-03,3,1,123,0,,,,,,,,,,
1,2020-08-03,4,0,73,0,,,,,,,,,,
1,2020-08-03,5,0,37,0,,,,,,,,,,
1,2020-08-03,6,0,55,0,,,,,,,,,,
1,2020-08-04,0,2,308,0,1,1,135,173,0,0,,,,
1,2020-08-04,1,0,17,0,,,,,,,,,,
1,2020-08-04,2,0,21,0,,,,,,,,,,
1,2020-08-04,3,1,111,0,,,,,,,,,,
1,2020-08-04,4,1,67,0,,,,,,,,,,
1,2020-08-04,5,0,36,0,,,,,,,,,,
1,2020-08-04,6,0,56,0,,,,,,,,,,
1,2020-08-05,0,1,303,1,0,1,163,140,0,1,,,,
1,2020-08-05,1,0,18,0,,,,,,,,,,
1,2020-08-05,2,0,26,0,,,,,,,,,,
1,2020-08-05,3,1,102,1,,,,,,,,,,
1,2020-08-05,4,0,77,0,,,,,,,,,,
1,2020-08-05,5,0,38,0,,,,,,,,,,
1,2020-08-05,6,0,42,0,,,,,,,,,,
1,2020-08-06,0,2,303,1,1,1,153,150,0,1,,,,
1,2020-08-06,1,0,21,0,,,,,,,,,,
1,2020-08-06,2,0,22,0,,,,,,,,,,
1,2020-08-06,3,1,105,0,,,,,,,,,,
1,2020-08-06,4,0,56,0,,,,,,,,,,
1,2020-08-06,5,0,47,0,,,,,,,,,,
1,2020-08-06,6,1,52,1,,,,,,,,,,
1,2020-08-07,0,3,293,1,3,0,147,146,1,0,,,,
1,2020-08-07,1,0,20,0,,,,,,,,,,
1,2020-08-07,2,0,26,0,,,,,,,,,,
1,2020-08-07,3,2,113,0,,,,,,,,,,
1,2020-08-07,4,0,65,0,,,,,,,,,,
1,2020-08-07,5,0,29,0,,,,,,,,,,
1,2020-08-07,6,1,40,1,,,,,,,,,,
1,2020-08-08,0,2,270,1,0,2,143,127,0,1,,,,
1,2020-08-08,1,0,16,0,,,,,,,,,,
1,2020-08-08,2,0,19,0,,,,,,,,,,
1,2020-08-08,3,0,107,0,,,,,,,,,,
1,2020-08-08,4,2,66,1,,,,,,,,,,
1,2020-08-08,5,0,20,0,,,,,,,,,,
1,2020-08-08,6,0,42,0,,,,,,,,,,
1,2020-08-09,0,0,265,0,0,0,127,138,0,0,,,,
1,2020-08-09,1,0,11,0,,,,,,,,,,
1,2020-08-09,2,0,16,0,,,,,,,,,,
1,2020-08-09,3,0,117,0,,,,,,,,,,
1,2020-08-09,4,0,61,0,,,,,,,,,,
1,2020-08-09,5,0,24,0,,,,,,,,,,
1,2020-08-09,6,0,36,0,,,,,,,,,,
1,2020-08-10,0,0,320,0,0,0,167,153,0,0,,,,
1,2020-08-10,1,0,13,0,,,,,,,,,,
1,2020-08-10,2,0,27,0,,,,,,,,,,
1,2020-08-10,3,0,128,0,,,,,,,,,,
1,2020-08-10,4,0,90,0,,,,,,,,,,
1,2020-08-10,5,0,26,0,,,,,,,,,,
1,2020-08-10,6,0,36,0,,,,,,,,,,
1,2020-08-11,0,0,307,0,0,0,161,146,0,0,,,,
1,2020-08-11,1,0,19,0,,,,,,,,,,
1,2020-08-11,2,0,34,0,,,,,,,,,,
1,2020-08-11,3,0,128,0,,,,,,,,,,
1,2020-08-11,4,0,55,0,,,,,,,,,,
1,2020-08-11,5,0,25,0,,,,,,,,,,
1,2020-08-11,6,0,46,0,,,,,,,,,,
1,2020-08-12,0,0,312,0,0,0,156,156,0,0,,,,
1,2020-08-12,1,0,19,0,,,,,,,,,,
1,2020-08-12,2,0,21,0,,,,,,,,,,
1,2020-08-12,3,0,112,0,,,,,,,,,,
1,2020-08-12,4,0,75,0,,,,,,,,,,
1,2020-08-12,5,0,28,0,,,,,,,,,,
1,2020-08-12,6,0,57,0,,,,,,,,,,
1,2020-08-13,0,0,291,0,0,0,146,145,0,0,,,,
1,2020-08-13,1,0,18,0,,,,,,,,,,
1,2020-08-13,2,0,32,0,,,,,,,,,,
1,2020-08-13,3,0,105,0,,,,,,,,,,
1,2020-08-13,4,0,66,0,,,,,,,,,,
1,2020-08-13,5,0,19,0,,,,,,,,,,
1,2020-08-13,6,0,51,0,,,,,,,,,,
1,2020-08-14,0,0,311,0,0,0,149,162,0,0,,,,
1,2020-08-14,1,0,14,0,,,,,,,,,,
1,2020-08-14,2,0,24,0,,,,,,,,,,
1,2020-08-14,3,0,127,0,,,,,,,,,,
1,2020-08-14,4,0,65,0,,,,,,,,,,
1,2020-08-14,5,0,34,0,,,,,,,,,,
1,2020-08-14,6,0,47,0,,,,,,,,,,
1,2020-08-15,0,1,278,0,0,1,155,123,0,0,,,,
1,2020-08-15,1,0,22,0,,,,,,,,,,
1,2020-08-15,2,1,29,0,,,,,,,,,,
1,2020-08-15,3,0,99,0,,,,,,,,,,
1,2020-08-15,4,0,46,0,,,,,,,,,,
1,2020-08-15,5,0,29,0,,,,,,,,,,
1,2020-08-15,6,0,53,0,,,,,,,,,,
1,2020-08-16,0,0,234,0,0,0,122,112,0,0,,,,
1,2020-08-16,1,0,9,0,,,,,,,,,,
1,2020-08-16,2,0,15,0,,,,,,,,,,
1,2020-08-16,3,0,115,0,,,,,,,,,,
1,2020-08-16,4,0,47,0,,,,,,,,,,
1,2020-08-16,5,0,18,0,,,,,,,,,,
1,2020-08-16,6,0,30,0,,,,,,,,,,
1,2020-08-17,0,1,333,1,1,0,155,178,1,0,,,,
1,2020-08-17,1,0,24,0,,,,,,,,,,
1,2020-08-17,2,0,28,0,,,,,,,,,,
1,2020-08-17,3,0,120,0,,,,,,,,,,
1,2020-08-17,4,1,74,1,,,,,,,,,,
1,2020-08-17,5,0,36,0,,,,,,,,,,
1,2020-08-17,6,0,51,0,,,,,,,,,,
1,2020-08-18,0,1,270,0,1,0,139,131,0,0,,,,
1,2020-08-18,1,0,7,0,,,,,,,,,,
1,2020-08-18,2,0,25,0,,,,,,,,,,
1,2020-08-18,3,1,114,0,,,,,,,,,,
1,2020-08-18,4,0,59,0,,,,,,,,,,
1,2020-08-18,5,0,22,0,,,,,,,,,,
1,2020-08-18,6,0,43,0,,,,,,,,,,
1,2020-08-19,0,1,278,0,1,0,150,128,0,0,,,,
1,2020-08-19,1,0,20,0,,,,,,,,,,
1,2020-08-19,2,0,32,0,,,,,,,,,,
1,2020-08-19,3,1,113,0,,,,,,,,,,
1,2020-08-19,4,0,55,0,,,,,,,,,,
1,2020-08-19,5,0,22,0,,,,,,,,,,
1,2020-08-19,6,0,36,0,,,,,,,,,,
1,2020-08-20,0,0,295,0,0,0,166,129,0,0,,,,
1,2020-08-20,1,0,11,0,,,,,,,,,,
1,2020-08-20,2,0,28,0,,,,,,,,,,
1,2020-08-20,3,0,111,0,,,,,,,,,,
1,2020-08-20,4,0,59,0,,,,,,,,,,
1,2020-08-20,5,0,39,0,,,,,,,,,,
1,2020-08-20,6,0,47,0,,,,,,,,,,
1,2020-08-21,0,3,299,1,1,2,149,150,1,0,,,,
1,2020-08-21,1,1,12,0,,,,,,,,,,
1,2020-08-21,2,0,32,0,,,,,,,,,,
1,2020-08-21,3,2,112,1,,,,,,,,,,
1,2020-08-21,4,0,62,0,,,,,,,,,,
1,2020-08-21,5,0,30,0,,,,,,,,,,
1,2020-08-21,6,0,51,0,,,,,,,,,,
1,2020-08-22,0,0,305,0,0,0,168,137,0,0,,,,
1,2020-08-22,1,0,14,0,,,,,,,,,,
1,2020-08-22,2,0,30,0,,,,,,,,,,
1,2020-08-22,3,0,127,0,,,,,,,,,,
1,2020-08-22,4,0,60,0,,,,,,,,,,
1,2020-08-22,5,0,33,0,,,,,,,,,,
1,2020-08-22,6,0,41,0,,,,,,,,,,
1,2020-08-23,0,0,255,0,0,0,153,102,0,0,,,,
1,2020-08-23,1,0,10,0,,,,,,,,,,
1,2020-08-23,2,0,18,0,,,,,,,,,,
1,2020-08-23,3,0,121,0,,,,,,,,,,
1,2020-08-23,4,0,50,0,,,,,,,,,,
1,2020-08-23,5,0,25,0,,,,,,,,,,
1,2020-08-23,6,0,31,0,,,,,,,,,,
1,2020-08-24,0,7,312,3,5,2,165,147,1,2,,,,
1,2020-08-24,1,0,11,0,,,,,,,,,,
1,2020-08-24,2,1,23,0,,,,,,,,,,
1,2020-08-24,3,2,138,0,,,,,,,,,,
1,2020-08-24,4,3,63,2,,,,,,,,,,
1,2020-08-24,5,0,40,0,,,,,,,,,,
1,2020-08-24,6,1,37,1,,,,,,,,,,
1,2020-08-25,0,3,267,1,1,2,146,121,0,1,,,,
1,2020-08-25,1,0,12,0,,,,,,,,,,
1,2020-08-25,2,0,27,0,,,,,,,,,,
1,2020-08-25,3,1,94,0,,,,,,,,,,
1,2020-08-25,4,1,58,0,,,,,,,,,,
1,2020-08-25,5,0,34,0,,,,,,,,,,
1,2020-08-25,6,1,42,1,,,,,,,,,,
1,2020-08-26,0,1,267,0,0,1,136,131,0,0,,,,
1,2020-08-26,1,0,20,0,,,,,,,,,,
1,2020-08-26,2,0,26,0,,,,,,,,,,
1,2020-08-26,3,0,106,0,,,,,,,,,,
1,2020-08-26,4,1,54,0,,,,,,,,,,
1,2020-08-26,5,0,32,0,,,,,,,,,,
1,2020-08-26,6,0,29,0,,,,,,,,,,
1,2020-08-27,0,4,289,1,1,3,154,135,0,1,,,,
1,2020-08-27,1,0,11,0,,,,,,,,,,
1,2020-08-27,2,0,43,0,,,,,,,,,,
1,2020-08-27,3,1,116,0,,,,,,,,,,
1,2020-08-27,4,3,60,1,,,,,,,,,,
1,2020-08-27,5,0,24,0,,,,,,,,,,
1,2020-08-27,6,0,35,0,,,,,,,,,,
1,2020-08-28,0,0,267,0,0,0,123,144,0,0,,,,
1,2020-08-28,1,0,13,0,,,,,,,,,,
1,2020-08-28,2,0,19,0,,,,,,,,,,
1,2020-08-28,3,0,124,0,,,,,,,,,,
1,2020-08-28,4,0,53,0,,,,,,,,,,
1,2020-08-28,5,0,20,0,,,,,,,,,,
1,2020-08-28,6,0,38,0,,,,,,,,,,
1,2020-08-29,0,6,219,1,4,2,114,105,1,0,,,,
1,2020-08-29,1,0,20,0,,,,,,,,,,
1,2020-08-29,2,0,23,0,,,,,,,,,,
1,2020-08-29,3,2,73,0,,,,,,,,,,
1,2020-08-29,4,3,45,0,,,,,,,,,,
1,2020-08-29,5,0,21,0,,,,,,,,,,
1,2020-08-29,6,1,37,1,,,,,,,,,,
1,2020-08-30,0,0,230,0,0,0,127,103,0,0,,,,
1,2020-08-30,1,0,11,0,,,,,,,,,,
1,2020-08-30,2,0,23,0,,,,,,,,,,
1,2020-08-30,3,0,106,0,,,,,,,,,,
1,2020-08-30,4,0,39,0,,,,,,,,,,
1,2020-08-30,5,0,24,0,,,,,,,,,,
1,2020-08-30,6,0,27,0,,,,,,,,,,
1,2020-08-31,0,1,257,0,0,1,145,112,0,0,,,,
1,2020-08-31,1,0,15,0,,,,,,,,,,
1,2020-08-31,2,0,18,0,,,,,,,,,,
1,2020-08-31,3,1,107,0,,,,,,,,,,
1,2020-08-31,4,0,57,0,,,,,,,,,,
1,2020-08-31,5,0,17,0,,,,,,,,,,
1,2020-08-31,6,0,43,0,,,,,,,,,,
1,2020-09-01,0,0,253,0,0,0,141,112,0,0,,,,
1,2020-09-01,1,0,12,0,,,,,,,,,,
1,2020-09-01,2,0,32,0,,,,,,,,,,
1,2020-09-01,3,0,89,0,,,,,,,,,,
1,2020-09-01,4,0,64,0,,,,,,,,,,
1,2020-09-01,5,0,20,0,,,,,,,,,,
1,2020-09-01,6,0,36,0,,,,,,,,,,
1,2020-09-02,0,9,272,1,5,4,151,121,1,0,,,,
1,2020-09-02,1,0,16,0,,,,,,,,,,
1,2020-09-02,2,0,37,0,,,,,,,,,,
1,2020-09-02,3,2,90,0,,,,,,,,,,
1,2020-09-02,4,6,74,1,,,,,,,,,,
1,2020-09-02,5,1,17,0,,,,,,,,,,
1,2020-09-02,6,0,38,0,,,,,,,,,,
1,2020-09-03,0,8,276,1,5,3,130,146,1,0,,,,
1,2020-09-03,1,1,18,0,,,,,,,,,,
1,2020-09-03,2,0,34,0,,,,,,,,,,
1,2020-09-03,3,5,96,0,,,,,,,,,,
1,2020-09-03,4,0,66,0,,,,,,,,,,
1,2020-09-03,5,0,33,0,,,,,,,,,,
1,2020-09-03,6,2,29,1,,,,,,,,,,
1,2020-09-04,0,3,320,0,0,3,166,154,0,0,,,,
1,2020-09-04,1,1,26,0,,,,,,,,,,
1,2020-09-04,2,0,26,0,,,,,,,,,,
1,2020-09-04,3,1,119,0,,,,,,,,,,
1,2020-09-04,4,0,66,0,,,,,,,,,,
1,2020-09-04,5,0,27,0,,,,,,,,,,
1,2020-09-04,6,1,56,0,,,,,,,,,,
1,2020-09-05,0,1,270,1,1,0,171,99,1,0,,,,
1,2020-09-05,1,0,18,0,,,,,,,,,,
1,2020-09-05,2,0,36,0,,,,,,,,,,
1,2020-09-05,3,0,93,0,,,,,,,,,,
1,2020-09-05,4,0,58,0,,,,,,,,,,
1,2020-09-05,5,0,27,0,,,,,,,,,,
1,2020-09-05,6,1,38,1,,,,,,,,,,
1,2020-09-06,0,4,272,1,2,2,150,122,0,1,,,,
1,2020-09-06,1,0,18,0,,,,,,,,,,
1,2020-09-06,2,0,43,0,,,,,,,,,,
1,2020-09-06,3,1,99,0,,,,,,,,,,
1,2020-09-06,4,0,56,0,,,,,,,,,,
1,2020-09-06,5,3,23,1,,,,,,,,,,
1,2020-09-06,6,0,33,0,,,,,,,,,,
1,2020-09-07,0,6,267,1,4,2,135,132,1,0,,,,
1,2020-09-07,1,0,19,0,,,,,,,,,,
1,2020-09-07,2,0,28,0,,,,,,,,,,
1,2020-09-07,3,3,106,1,,,,,,,,,,
1,2020-09-07,4,2,64,0,,,,,,,,,,
1,2020-09-07,5,0,21,0,,,,,,,,,,
1,2020-09-07,6,1,29,0,,,,,,,,,,
1,2020-09-08,0,4,265,2,1,3,140,125,0,2,,,,
1,2020-09-08,1,0,20,0,,,,,,,,,,
1,2020-09-08,2,0,41,0,,,,,,,,,,
1,2020-09-08,3,2,86,0,,,,,,,,,,
1,2020-09-08,4,1,63,1,,,,,,,,,,
1,2020-09-08,5,0,19,0,,,,,,,,,,
1,2020-09-08,6,1,36,1,,,,,,,,,,
1,2020-09-09,0,2,198,2,2,0,112,86,2,0,,,,
1,2020-09-09,1,0,16,0,,,,,,,,,,
1,2020-09-09,2,0,22,0,,,,,,,,,,
1,2020-09-09,3,1,59,1,,,,,,,,,,
1,2020-09-09,4,0,43,0,,,,,,,,,,
1,2020-09-09,5,1,25,1,,,,,,,,,,
1,2020-09-09,6,0,33,0,,,,,,,,,,
1,2020-09-10,0,4,286,0,0,4,157,129,0,0,,,,
1,2020-09-10,1,0,20,0,,,,,,,,,,
1,2020-09-10,2,0,53,0,,,,,,,,,,
1,2020-09-10,3,2,95,0,,,,,,,,,,
1,2020-09-10,4,2,65,0,,,,,,,,,,
1,2020-09-10,5,0,20,0,,,,,,,,,,
1,2020-09-10,6,0,33,0,,,,,,,,,,
1,2020-09-11,0,4,270,3,3,1,129,141,2,1,,,,
1,2020-09-11,1,0,16,0,,,,,,,,,,
1,2020-09-11,2,0,36,0,,,,,,,,,,
1,2020-09-11,3,2,90,1,,,,,,,,,,
1,2020-09-11,4,0,54,0,,,,,,,,,,
1,2020-09-11,5,0,27,0,,,,,,,,,,
1,2020-09-11,6,2,47,2,,,,,,,,,,
1,2020-09-12,0,9,267,2,6,3,144,123,2,0,,,,
1,2020-09-12,1,0,25,0,,,,,,,,,,
1,2020-09-12,2,1,33,0,,,,,,,,,,
1,2020-09-12,3,5,112,0,,,,,,,,,,
1,2020-09-12,4,3,51,2,,,,,,,,,,
1,2020-09-12,5,0,16,0,,,,,,,,,,
1,2020-09-12,6,0,30,0,,,,,,,,,,
1,2020-09-13,0,8,306,2,6,2,169,137,2,0,,,,
1,2020-09-13,1,0,24,0,,,,,,,,,,
1,2020-09-13,2,0,44,0,,,,,,,,,,
1,2020-09-13,3,0,131,0,,,,,,,,,,
1,2020-09-13,4,6,61,1,,,,,,,,,,
1,2020-09-13,5,1,13,1,,,,,,,,,,
1,2020-09-13,6,1,33,0,,,,,,,,,,
1,2020-09-14,0,6,310,1,3,3,168,142,1,0,,,,
1,2020-09-14,1,0,25,0,,,,,,,,,,
1,2020-09-14,2,1,35,0,,,,,,,,,,
1,2020-09-14,3,2,124,0,,,,,,,,,,
1,2020-09-14,4,3,72,1,,,,,,,,,,
1,2020-09-14,5,0,18,0,,,,,,,,,,
1,2020-09-14,6,0,36,0,,,,,,,,,,
1,2020-09-15,0,6,307,0,3,3,158,149,0,0,,,,
1,2020-09-15,1,0,18,0,,,,,,,,,,
1,2020-09-15,2,0,37,0,,,,,,,,,,
1,2020-09-15,3,4,139,0,,,,,,,,,,
1,2020-09-15,4,2,51,0,,,,,,,,,,
1,2020-09-15,5,0,27,0,,,,,,,,,,
1,2020-09-15,6,0,35,0,,,,,,,,,,
1,2020-09-16,0,8,356,3,5,3,197,159,1,2,,,,
1,2020-09-16,1,0,23,0,,,,,,,,,,
1,2020-09-16,2,0,54,0,,,,,,,,,,
1,2020-09-16,3,4,146,1,,,,,,,,,,
1,2020-09-16,4,1,72,1,,,,,,,,,,
1,2020-09-16,5,0,19,0,,,,,,,,,,
1,2020-09-16,6,3,42,1,,,,,,,,,,
1,2020-09-17,0,6,287,1,2,4,142,145,0,1,,,,
1,2020-09-17,1,0,18,0,,,,,,,,,,
1,2020-09-17,2,0,41,0,,,,,,,,,,
1,2020-09-17,3,4,117,0,,,,,,,,,,
1,2020-09-17,4,0,54,0,,,,,,,,,,
1,2020-09-17,5,1,23,0,,,,,,,,,,
1,2020-09-17,6,1,34,1,,,,,,,,,,
1,2020-09-18,0,8,320,2,4,4,154,166,1,1,,,,
1,2020-09-18,1,0,17,0,,,,,,,,,,
1,2020-09-18,2,1,42,1,,,,,,,,,,
1,2020-09-18,3,6,122,0,,,,,,,,,,
1,2020-09-18,4,0,72,0,,,,,,,,,,
1,2020-09-18,5,0,32,0,,,,,,,,,,
1,2020-09-18,6,1,35,1,,,,,,,,,,
1,2020-09-19,0,6,257,2,3,3,134,122,1,1,,,,
1,2020-09-19,1,0,18,0,,,,,,,,,,
1,2020-09-19,2,0,35,0,,,,,,,,,,
1,2020-09-19,3,3,109,0,,,,,,,,,,
1,2020-09-19,4,2,50,1,,,,,,,,,,
1,2020-09-19,5,0,18,0,,,,,,,,,,
1,2020-09-19,6,1,27,1,,,,,,,,,,
1,2020-09-20,0,7,267,3,2,5,152,115,0,3,,,,
1,2020-09-20,1,0,17,0,,,,,,,,,,
1,2020-09-20,2,0,23,0,,,,,,,,,,
1,2020-09-20,3,7,115,3,,,,,,,,,,
1,2020-09-20,4,0,48,0,,,,,,,,,,
1,2020-09-20,5,0,17,0,,,,,,,,,,
1,2020-09-20,6,0,47,0,,,,,,,,,,
1,2020-09-21,0,9,326,3,2,7,165,161,1,2,,,,
1,2020-09-21,1,0,21,0,,,,,,,,,,
1,2020-09-21,2,1,41,0,,,,,,,,,,
1,2020-09-21,3,3,130,0,,,,,,,,,,
1,2020-09-21,4,2,70,1,,,,,,,,,,
1,2020-09-21,5,0,25,0,,,,,,,,,,
1,2020-09-21,6,3,39,2,,,,,,,,,,
1,2020-09-22,0,1,297,0,0,1,158,139,0,0,,,,
1,2020-09-22,1,0,18,0,,,,,,,,,,
1,2020-09-22,2,0,43,0,,,,,,,,,,
1,2020-09-22,3,1,105,0,,,,,,,,,,
1,2020-09-22,4,0,67,0,,,,,,,,,,
1,2020-09-22,5,0,24,0,,,,,,,,,,
1,2020-09-22,6,0,40,0,,,,,,,,,,
1,2020-09-23,0,3,298,2,1,2,148,150,1,1,,,,
1,2020-09-23,1,0,21,0,,,,,,,,,,
1,2020-09-23,2,0,22,0,,,,,,,,,,
1,2020-09-23,3,0,118,0,,,,,,,,,,
1,2020-09-23,4,2,64,1,,,,,,,,,,
1,2020-09-23,5,1,27,1,,,,,,,,,,
1,2020-09-23,6,0,46,0,,,,,,,,,,
1,2020-09-24,0,6,307,2,5,1,157,150,2,0,,,,
1,2020-09-24,1,0,20,0,,,,,,,,,,
1,2020-09-24,2,0,50,0,,,,,,,,,,
1,2020-09-24,3,1,119,0,,,,,,,,,,
1,2020-09-24,4,1,50,1,,,,,,,,,,
1,2020-09-24,5,1,21,1,,,,,,,,,,
1,2020-09-24,6,3,47,0,,,,,,,,,,
1,2020-09-25,0,2,288,2,2,0,171,117,2,0,,,,
1,2020-09-25,1,0,29,0,,,,,,,,,,
